Country Code,Country Name,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Region,IncomeGroup,SpecialNotes,TableName,X6
ROU,Romania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,6600,6600,6900,8400,13600,13200,15900,22000,17900,18100,18200,12500,17100,18700,22100,23000,24600,23700,23000,24100,22000,20200,16100,18100,21300,22200,17100,25600,15400,17900,23298,20781,17748,26844,30524,38995,42754,51222,55386,57893,61515,57823,51685,43956,42249.8,45596,46733,52063,55637,0,Europe & Central Asia,Upper middle income,0,Romania,0
RUS,Russian Federation,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815400,683400,586300,464700,395300,280500,321400,314621,329935,345262,350963,398958,390824,421170,467670,522577,475261,523759,596042,636748,678071,747804,767043,746446,815708,885094,0,Europe & Central Asia,Upper middle income,0,Russian Federation,0
RWA,Rwanda,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,3500,3500,3400,3500,900,1900,900,700,500,1500,500,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5867,7265,10410,11532,12096,3205,4314,18134,18439,0,Sub-Saharan Africa,Low income,0,Rwanda,0
SAU,Saudi Arabia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,25200,26400,26000,25000,29500,35500,47700,64800,74500,84100,94400,100400,99000,101400,103700,100500,95500,91000,92700,89900,92700,79000,95100,100000,102500,98100,100700,100300,101100,106900,108981,107984,108598,108322,113329,116280,131528,150521,148335,156500,177608,193536,208986,216636,232908,236468,256635,270924,254063.7469,0,Middle East & North Africa,High income,0,Saudi Arabia,0
SDN,Sudan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,9300,9500,9100,9100,9200,9200,9800,10300,10500,10600,10400,7800,7800,9000,9200,7900,5100,6400,5500,8000,9100,6800,8400,10000,10600,9300,9800,5500,4400,7500,7753,7562,7523,7849,8435,8695,8839,9418,7219,7178,10897,16727.08824,13525.49633,9432,6852,6021,3165,5831,3170,0,Sub-Saharan Africa,Lower middle income,0,Sudan,0
SEN,Senegal,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,4100,4200,4000,4100,4100,4200,4500,4400,4500,4500,5800,5600,5800,6000,6100,6200,3800,3700,3800,3800,3500,4200,4100,4300,4300,4500,4700,4800,3600,2400,2415,2606,6471,2396,6166,6441,0,0,0,0,0,5251,7730,5808,4044,3656,582,1087,1087,0,Sub-Saharan Africa,Lower middle income,0,Senegal,0
SGP,Singapore,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,27700,31300,30300,21300,22800,23800,25700,27500,30300,32800,32500,29900,29900,34600,29800,31100,31600,32900,34900,32000,30500,35000,39100,43100,46100,51600,57200,60700,61700,68400,71042,72431,72444,64117,76253,77119,84747,87564,91387,83772,131721.9156,144696.8755,157939.3178,165239.07,183398.5576,181563,207203,203615,208787,0,East Asia & Pacific,High income,Fiscal year end: March 31; reporting period for national accounts data: CY.,Singapore,0
SLB,Solomon Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,9200,10000,9600,10700,10900,10700,11100,11100,11100,11100,11100,11100,3800,4000,10400,10800,10800,11000,12500,11481,12496,13011,9745,11512,12318,13883,13640,13649,13529,7388,7048.954611,6659.698359,11352,11532,13107,13711,14365,14365,0,East Asia & Pacific,Lower middle income,0,Solomon Islands,0
SLE,Sierra Leone,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900,3000,3100,3100,3100,3200,600,600,600,3100,3100,3100,1900,1500,700,500,0,100,100,200,200,200,0,0,0,202,139,138,138,156,164,171,183,181,186,0,2085,2145,0,0,0,0,0,0,0,Sub-Saharan Africa,Low income,0,Sierra Leone,0
SLV,El Salvador,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,8800,9400,8700,8800,9000,9200,9500,12000,11900,8700,8100,8100,9000,8300,9200,9400,9700,9500,9400,9600,10700,12400,14600,15500,18800,20000,20900,19100,19400,32000,37098,26059,19407,22063,23660,23964,24879,22465,21056,19339,20961.27709,24699,26622,29114,31662,28671,28670,27995,27601,0,Latin America & Caribbean,Lower middle income,0,El Salvador,0
SMR,San Marino,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe & Central Asia,High income,0,San Marino,0
SOM,Somalia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,1900,2500,2600,2700,2800,2800,2800,2700,2800,2800,3000,2600,2200,2300,2600,2400,2700,2800,2500,1600,1600,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716.909928,2815,2791,3540,3444,0,98,98,98,0,Sub-Saharan Africa,Low income,0,Somalia,0
SRB,Serbia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,19935,17205,19729,17048,19664,19971,19568,17208,16893,17303,16841,18156,28944,31304,31958,29705,28160,0,Europe & Central Asia,Upper middle income,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised.",Serbia,0
SSD,South Sudan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,Low income,0,South Sudan,0
STP,Sao Tome and Principe,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,700,700,700,700,700,700,700,700,700,700,800,800,1100,1135,1135,1128,1170,1267,1310,1337,1426,1142,1143,0,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,National account data were adjusted to reflect the new banknote (1 new Dobra STN = 1000 old Dobra STD),São Tomé and Principe,0
SUR,Suriname,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1400,2800,3100,3100,3100,2600,2600,2800,2800,800,700,2200,2100,2100,2700,3000,3600,3100,2600,3800,6200,6300,6800,2169,1920,1714,4402,4620,4851,4908,5022,4900,4560,1925,1914.760638,2417.513298,3420,2796,2995,3309,3385,3225,0,Latin America & Caribbean,Upper middle income,0,Suriname,0
SVK,Slovak Republic,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,1600,2400,3200,3500,5100,5700,2421,1817,4215,6845,12663,13914,14521,23997,24044,32020,2702,990,1439,1824,721.068,70,85,51,0,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2009: 1 euro = 30.126 Slovak koruna. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovak Republic,0
SVN,Slovenia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,6700,6900,7800,8000,8600,9900,10900,12082,13220,14881,16402,17310,18071,19505,23165,24477,25478,21840,21370,18141,17212,16557,17931,17825,18488,18444,0,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2007: 1 euro = 239.64 Slovenian tolar. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Slovenia,0
SWE,Sweden,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,92000,99100,104200,102700,103900,98800,113800,100800,99800,103700,117100,123400,127700,140100,152000,150300,173100,180200,189700,203000,208000,178100,186700,183200,195100,170600,183500,207400,223400,236300,247707,233803,198291,183532,190315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe & Central Asia,High income,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,0
SWZ,Eswatini,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,600,700,700,500,600,1300,1000,1300,1500,1600,1900,1800,1400,1300,1400,1500,1900,1600,1800,2700,2700,2000,2000,2500,2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sub-Saharan Africa,Lower middle income,Fiscal year end: March 31; reporting period for national accounts data: CY. Authorities revised national accounts from 1999 to 2015.,Eswatini,0
SXM,Sint Maarten (Dutch part),"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,0,Sint Maarten (Dutch part),0
SYC,Seychelles,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,2000,2000,2000,2000,2000,6200,6200,9800,12500,16200,14800,14700,14900,15800,16300,6000,13600,13400,14000,17200,17900,18900,18500,18966,20249,22449,18647,19281,19581,19526,20727,11896,11238,12989,14202,11262,14592,14556,17124,19178,20539,18671,0,Sub-Saharan Africa,High income,0,Seychelles,0
SYR,Syrian Arab Republic,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,4200,4300,5400,4500,7600,6800,8300,8800,8600,7900,7600,8900,8400,8200,6800,5500,7000,7300,6500,9600,11200,12900,9700,8400,8800,8900,9000,10700,9100,11200,13959,13580,12975,13953,16325,16815,17082,18909,18960,19229,12699,15455.40762,9670.323511,5424,5424,168,170,165,167.7535302,0,Middle East & North Africa,Low income,0,Syrian Arab Republic,0
TCA,Turks and Caicos Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,0,Turks and Caicos Islands,0
TCD,Chad,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,4000,4100,3900,4000,3800,4000,4200,4200,4300,4400,4500,2400,2600,2600,2000,2100,2100,1600,1700,1700,1200,1800,1700,1900,1900,2000,2100,1800,1800,1500,1518,716,0,0,0,0,0,0,0,0,699.5314484,984,664,72,72,0,0,0,0,0,Sub-Saharan Africa,Low income,0,Chad,0
TGO,Togo,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,1500,1400,1200,1200,1200,1300,1500,1400,1400,1500,1400,1300,1400,1400,1300,1400,1100,1000,1100,1100,500,1200,1100,1300,1300,1300,1500,1500,1500,1500,1518,716,0,0,0,0,0,0,0,0,8164,10745,10264,11484,10599.37036,9947,10725,10485,11559,0,Sub-Saharan Africa,Low income,0,Togo,0
THA,Thailand,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,25600,27300,26600,26900,28800,29700,29500,28400,29000,30800,32600,34100,36800,40000,44200,47400,49600,48300,54600,61800,69500,69800,72700,76200,80700,86500,91700,94900,93500,95400,101591,102414,97750,93576,128178,124347,126845,129703,125907,123541,201306,227322,252368.8984,298450,338053.9817,392664,413880,448477,475886.496,0,East Asia & Pacific,Upper middle income,Fiscal year end: September 30; reporting period for national accounts data: CY.,Thailand,0
TJK,Tajikistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,3500,2600,2600,2600,3800,3953,4511,5936,7210,8494,6987,2976,7891,8191,9758,5709.668916,7320,6529.896876,6263,7985,6884,6472,4135,4021,0,Europe & Central Asia,Low income,0,Tajikistan,0
TKM,Turkmenistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,12500,8700,8700,8800,18500,21858,23963,23963,24460,16316,14094,15602,15590,15665,15337,3221,1617.841311,1440.732194,12871.01661,6068.32,8548,12890,16843,18184,0,Europe & Central Asia,Upper middle income,0,Turkmenistan,0
TLS,Timor-Leste,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,Lower middle income,0,Timor-Leste,0
TON,Tonga,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1200,4500,5900,4800,4800,4300,4300,4300,4300,4800,4800,5200,3700,3700,3800,3814,4157,4323,4453,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,Upper middle income,0,Tonga,0
TTO,Trinidad and Tobago,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,12500,10300,9400,9000,8000,12100,13600,11800,8300,12200,15100,13700,24200,23200,23300,22800,25000,20000,21300,21800,21500,23400,23100,23900,28000,29400,13700,12400,12500,20900,25982,27908,23076,17731,17483,14298,13878,14703,15017,14247,28909,36648.07379,36648.07379,36564,36216,35127,29892,32589,32770,0,Latin America & Caribbean,High income,0,Trinidad and Tobago,0
TUN,Tunisia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,6600,5700,6900,8600,9500,11200,11300,10800,11300,12500,12300,13500,13800,13700,13800,13800,11200,13000,12500,13100,12900,12300,12500,13300,14400,14900,13800,17200,19700,20100,19907,19385,18538,18738,20554,21268,21715,21734,24385,24225,31098,32179.9169,37233,48804,60419,35540,38631,39856,41446,0,Middle East & North Africa,Lower middle income,0,Tunisia,0
TUR,Turkey,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,28700,32000,34700,36700,30600,27200,32000,33400,30400,31400,18900,25300,24000,24600,28400,31600,31700,32900,36800,38300,44200,38600,58600,70500,75100,78500,84900,92800,103900,111400,119945,111342,105996,104377,121815,145952,177088,197132,215275,271835,369174,420222,476115,568212.3966,628104,706067,743673,742260,772925.545,0,Europe & Central Asia,Upper middle income,0,Turkey,0
TUV,Tuvalu,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,East Asia & Pacific,Upper middle income,0,Tuvalu,0
TZA,Tanzania,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,10500,10000,9600,11500,9000,13700,14900,4100,8900,13000,17500,18700,13400,11800,10400,13800,11200,12300,12100,8000,7500,9400,7500,5700,5400,5600,6100,6000,6100,5000,5973,4360,4401,6082,6441,6062,5068,5457,5460,21088,21825,26332.30059,28130.47207,27625.772,31106.181,35374,27422,47741,51577,0,Sub-Saharan Africa,Low income,0,Tanzania,0
UGA,Uganda,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,10500,10100,7300,1700,1200,2200,2800,0,0,0,1500,2700,2800,3100,2100,1100,1800,1700,1200,2000,2000,800,500,1500,1500,900,900,900,900,3000,263,266,263,263,302,317,330,353,349,359,6290,4879,5990,8616,6864,2332,3828,1953,4832,0,Sub-Saharan Africa,Low income,Fiscal year end: June 30; reporting period for national accounts data: FY.,Uganda,0
UKR,Ukraine,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45400,26400,11400,22600,27700,30600,29800,29500,27973,32864,26859,39778,42374,41911,48562,30029,52509,58756,66038,76652.26818,73378.94262,58474.09,47927.4,45688,55261,63315,66712,0,Europe & Central Asia,Lower middle income,0,Ukraine,0
URY,Uruguay,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,6800,7000,4800,5000,10400,10400,12200,11900,10900,11900,13000,11000,10500,8500,8500,8100,5600,5800,5200,7700,5000,5000,5100,8500,9000,9000,6700,8200,9900,10300,10852,9550,8404,7032,8343,8934,8666,9186,9388,8731,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,0,Uruguay,0
USA,US,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,5099200,4999200,4985200,5058200,4650400,4576100,4690500,4795900,4857000,5041800,4962700,4628300,4572100,4810900,5206200,5553900,6106000,6398000,6628500,6522100,6848600,6623900,6578100,6427800,7250000,7682200,8031800,7942900,7824400,8511400,8820878,8535240,8038761,7789108,9566226,9969599,9738983,9815504,9054478,9182363,10095197,10057768,9864360,9745498,9556324,9498668,9640591,9639096,9879630,0,North America,High income,0,United States,0
UZB,Uzbekistan,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,16200,11500,11500,11700,30800,30075,39673,22543,22325,22698,22183,21514,22265,22406,23176,22924,23773,24328,23962,23149,22579,21486,21730,21514,0,Europe & Central Asia,Lower middle income,0,Uzbekistan,0
VCT,St. Vincent and the Grenadines,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,Upper middle income,0,St. Vincent and the Grenadines,0
VEN,"Venezuela, RB","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,70100,65600,68900,75500,74000,78300,77500,82200,85100,136200,125200,119500,124700,129900,127200,97900,96700,88000,102700,115200,82000,81100,97700,107100,94200,80300,82800,72700,67400,130200,138500,223075,166807,110062,123232,135574,139671,140774,137900,123646,84065,83106,78583.16238,92813,90235,73509,64058,43138,24986,0,Latin America & Caribbean,Upper middle income,0,"Venezuela, RB",0
VGB,British Virgin Islands,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,0,British Virgin Islands,0
VIR,Virgin Islands (U.S.),"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Latin America & Caribbean,High income,0,Virgin Islands (U.S.),0
VNM,Vietnam,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,39600,24100,20300,18200,16000,4500,0,0,0,0,200,600,600,1600,1600,1800,1800,1800,1800,1800,1800,3700,3700,16800,21200,27100,27800,33500,29700,29000,28999,35658,42588,41996,50855,54415,50840,60218,74739,83720,109176,135905.6729,135300.4141,149527.817,167386.363,205217,248580,264548,283787,0,East Asia & Pacific,Lower middle income,0,Vietnam,0
VUT,Vanuatu,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,300,200,300,300,300,300,300,600,700,1100,1300,1600,1600,1700,2100,1300,1402,1446,1547,1211,1477,1580,1643,1742,1775,1667,17212,11218.29767,11905,12144,10848,10425,9037,12287,11723,0,East Asia & Pacific,Lower middle income,0,Vanuatu,0
WSM,Samoa,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,1200,9900,10700,10877,11802,12317,9010,10691,11439,12752,12658,12699,12492,0,0,0,0,9144,11759,13805,6098,6848,0,East Asia & Pacific,Upper middle income,Fiscal year ends on June 30; reporting period for national accounts data: FY.,Samoa,0
XKX,Kosovo,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe & Central Asia,Upper middle income,0,Kosovo,0
YEM,"Yemen, Rep.","Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,2200,2800,2900,3000,3100,3100,6800,7000,7100,7100,9200,9300,7900,9500,9900,9900,15300,13700,14600,13800,14100,11300,13900,13100,12400,4900,11800,7000,7300,7800,14608,14973,15495,14706,16746,17306,18843,14403,14462,14652,20600,20176.72853,16807.4073,16932,16056,5126,4538,1669,2342,0,Middle East & North Africa,Low income,0,"Yemen, Rep.",0
ZAF,South Africa,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,39800,46000,47600,47800,55700,58600,59400,58500,58100,63100,64600,69800,70100,64100,67200,64200,51000,55800,60800,81200,84000,78600,79900,93700,89300,74300,88400,102200,93200,103800,110392,122561,116985,130938,133222,148146,146648,152550,156567,151292,190441,191506.8663,197817.3003,184763,199600.5228,209734,212865,216275,180317.186,0,Sub-Saharan Africa,Upper middle income,Fiscal year end: March 31; reporting period for national accounts data: CY.,South Africa,0
ZMB,Zambia,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,9300,10600,10800,10000,10000,11200,12800,9300,10500,9200,6800,5400,6500,6000,5700,4700,4900,5400,5600,2900,6500,2800,2700,4200,4300,0,0,1200,1200,5400,6118,4886,4875,5214,5825,5965,6013,6396,4361,0,9730,11497,8288,7997,8050,11130,8094,9020,734,0,Sub-Saharan Africa,Lower middle income,"National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha.",Zambia,0
ZWE,Zimbabwe,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,0,0,0,0,0,0,0,0,0,0,10400,10800,10800,11400,0,0,0,0,0,0,10900,11100,11100,10800,10600,9400,8900,8800,9700,10000,10300,13300,13500,11000,9800,9900,10000,17700,17800,15300,13603,8848,5050,3950,4269,4410,6819,7272,5917,5937,7077,10020.70561,11560.36785,27684,3730,4145,4231,3444,3444,0,Sub-Saharan Africa,Lower middle income,0,Zimbabwe,0
